SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
19,"aubi-plus.de","-","-","PH: -","",141444,"https://www.facebook.com/aubiplus","https://twitter.com/aubiplus","https://www.youtube.com/user/aubiplus","https://de.linkedin.com/company/aubi-plus-gmbh",""
20,"freimaurer-muenchen.de","-","-","PH: -","",0,"","","","",""
21,"mauerer.de","kundenservice@mauerer.de","Hotmail","PH: 089818881228, 498981888120","",0,"","","","",""
22,"kulturraum-muenchen.de","-","-","PH: -","",0,"https://www.facebook.com/kulturraum.muenchen","","https://www.youtube.com/channel/ucusoryf1sn_nsbcihvkhfba","",""
23,"rcs-maurer.de","-","-","PH: -","Arts",0,"https://de-de.facebook.com/rcsmaurer/","","","",""
24,"onlinestreet.de","-","-","PH: -","",160521,"","","","",""
25,"de.linkedin.com","-","-","PH: -","Schools & Education",1889,"","","","https://de.linkedin.com/jobs",""
26,"jobworld.de","-","-","PH: -","Schools & Education",400905,"","","","",""
27,"ausbildungsoffensive-bayern.de","-","-","PH: -","Schools & Education",0,"https://www.facebook.com/ausbildungsoffensivebayern","","https://www.youtube.com/user/aobayern","",""
28,"bayern-international.de","-","-","PH: +49896605660","",476269,"https://www.facebook.com/bayerninternational","https://twitter.com/made_in_bavaria","https://www.youtube.com/user/bayerninterkanal","https://www.linkedin.com/company/bayern-international",""
29,"ergonomic-care.com","mail@ergonomic-care.com","Hotmail","PH: +49(0)8924292660","Automotive",0,"https://de-de.facebook.com/ergonomic.care/","https://twitter.com/careergonomic","","",""
30,"pinakothek-der-moderne.de","-","-","PH: -","Arts",587532,"https://www.facebook.com/pinakothekdermoderne/","https://twitter.com/pinakothekderm","","",""
31,"stellenanzeigen.de","-","-","PH: -","Schools & Education",81867,"https://www.facebook.com/stellenanzeigen.de","","https://www.youtube.com/channel/uctfwccq7pbceizrud19rmqg","",""
32,"lichthaus-melzer.de","info@lichthaus-melzer.de","Unknown","PH: +4971819649917, +49719167244","",0,"","","","",""
33,"architekt-maurer.com","info@architekt-maurer.com","Unknown","PH: ","",0,"","","","",""
34,"architekt-maurer.com","info@architektur-maurer.com","Unknown","PH: ","",0,"","","","",""
35,"atp.ag","info@atp.ag","Hotmail","PH: ","",652685,"https://www.facebook.com/atp.architekten.ingenieure","http://twitter.com/home","https://www.youtube.com/channel/uc0zk8jkx-3rgwnu6dieepqa","https://at.linkedin.com/company/atp-architekten-ingenieure",""
36,"orte.muenchen.de","-","-","PH: -","",0,"","","","",""
37,"docinsider.de","-","-","PH: -","",580361,"https://facebook.com/docinsider","","","",""
38,"profis.check24.de","umzug@check24.de","Business Mail","PH: ","",0,"","","","",""
39,"profis.check24.de","profis@check24.de","Business Mail","PH: ","",0,"","","","",""
40,"redbullmuenchen.de","privacy-redbullmuenchen@redbull.com","Hotmail","PH: ","",799000,"https://www.facebook.com/ehcredbullmuenchen","https://twitter.com/redbullmuenchen","","https://de.linkedin.com/company/ehcredbullmuenchen",""
41,"redbullmuenchen.de","redbullmuenchen@redbull.com","Hotmail","PH: ","",799000,"https://www.facebook.com/ehcredbullmuenchen","https://twitter.com/redbullmuenchen","","https://de.linkedin.com/company/ehcredbullmuenchen",""
42,"aroundhome.de","neuigkeiten@aroundhome.de","Gsuit","PH: 0308145263444","",347345,"","","https://www.youtube.com/channel/ucozzny1zomlj95l7-url8qw/videos","",""
43,"muenchenticket.de","-","-","PH: -","Arts",94096,"https://www.facebook.com/muenchenticket","https://twitter.com/mticket","","",""
44,"immobilienscout24.de","-","-","PH: -","",12121,"https://www.facebook.com/immobilienscout24","https://twitter.com/immobilienscout","https://www.youtube.com/user/immobilienscout24","",""
45,"jameda.de","-","-","PH: -","",21307,"","","","",""
46,"die-deutsche-wirtschaft.de","-","-","PH: -","",552761,"https://www.facebook.com/diedeutschewirtschaft/","https://twitter.com/ddwirtschaft","https://www.youtube.com/channel/uco-bot3mb4jtbbsik2dfyzw","https://www.linkedin.com/company/die-deutsche-wirtschaft/",""
47,"immobilienservice-muenchen.de","immoservice@sparkasse-immobilienservice.de","Unknown","PH: +4989216759505","",0,"https://www.facebook.com/sis.immobilienservice","","https://www.youtube.com/channel/ucmvvftiar4d0dhvi7_xcizq","https://de.linkedin.com/company/s-immobilienservice-stadtsparkasse-münchen-gmbh",""
48,"praxis-dr-putzke.de","praxis@dr-putzke.de","Unknown","PH: ","",0,"","","","",""
49,"muenchenwiki.de","-","-","PH: -","",818575,"","","","",""
50,"mirmi.tum.de","info@dp-wired.de","Business Mail","PH: ","Schools & Education",0,"","https://twitter.com/mirmi_tum","","https://www.linkedin.com/company/mirmi-tum/mycompany/",""
51,"ludwigmaurer.com","-","-","PH: -","",0,"https://www.facebook.com/ludwig.lucki.maurer/","","","",""
52,"singulart.com","-","-","PH: +1-646-844-3541","Arts",52283,"https://www.facebook.com/singulartofficial/","","","",""
53,"geheimatorte.de","info@oberbayern.de","Unknown","PH: ","",0,"https://www.facebook.com/oberbayernurlaub","","https://www.youtube.com/channel/ucmjcsjli4pexn-fpmzuwkgg","",""
54,"muenchenerjobs.de","info@joblocal.de","Gsuit","PH: ","Schools & Education",0,"","","","",""
55,"muenchenerjobs.de","info@jobs.sh","Gsuit","PH: ","Schools & Education",0,"","","","",""
56,"muenchenerjobs.de","info@jobs-in-thueringen.de","Hotmail","PH: ","Schools & Education",0,"","","","",""
57,"muenchenerjobs.de","info@oberland-jobs.de","Gsuit","PH: ","Schools & Education",0,"","","","",""
58,"muenchenerjobs.de","info@jobsambodensee.de","Gsuit","PH: ","Schools & Education",0,"","","","",""
