SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
47,"amd-dachdeckerei.de","info@amd-dachwartung.de","Unknown","PH: ","",0,"https://www.facebook.com/amd.gmbh/","","https://www.youtube.com/channel/uc1nelxh6s0_sxntifgl9jlw/videos","",""
48,"dachdecker-roedel.de","office@dachdecker-roedel.de","Unknown","PH: ","Arts",0,"","","","",""
49,"dachdecker-roedel.de","office@dachdecker.roedel.de","Unknown","PH: ","Arts",0,"","","","",""
50,"dachdecker-roedel.de","office@dachdecker.roe","Unknown","PH: ","Arts",0,"","","","",""
51,"spenglerei-loeffler.de","servus@spenglerei-loeffler.de","Unknown","PH: ","",0,"","","","",""
52,"marder-gmbh.de","-","-","PH: -","",0,"","","","",""
53,"jobs.meinestadt.de","-","-","PH: -","Schools & Education",0,"https://de-de.facebook.com/meinestadt.de/","https://twitter.com/meinestadt_de","","",""
54,"spengler-dachdecker.de","schmidt@spengler-dachdecker.de","Unknown","PH: ","",0,"","","","",""
55,"dach-schubert.de","info@dach-schubert.de","Unknown","PH: ","",0,"","","","",""
56,"dach-schubert.de","medical@clinic.com","Unknown","PH: ","",0,"","","","",""
57,"muenchen.de","-","-","PH: -","",5937,"https://www.facebook.com/muenchen","https://twitter.com/muenchen","https://www.youtube.com/user/muenchendevideos","",""
58,"prefa.de"," kundenservice.de@prefa.com","Hotmail","PH: +4936941785-0","",514061,"https://www.facebook.com/prefadeutschland","","https://www.youtube.com/user/prefadach","https://www.linkedin.com/company/prefa-group/",""
59,"prefa.de","kundenservice.de@prefa.com","Hotmail","PH: +4936941785-0","",514061,"https://www.facebook.com/prefadeutschland","","https://www.youtube.com/user/prefadach","https://www.linkedin.com/company/prefa-group/",""
60,"prefa.de","de@prefa.com","Hotmail","PH: +4936941785-0","",514061,"https://www.facebook.com/prefadeutschland","","https://www.youtube.com/user/prefadach","https://www.linkedin.com/company/prefa-group/",""
