SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
21,"beer.de","info@beer.de","Hotmail","PH: 08168909910","Arts",0,"https://www.facebook.com/beerkuechen/","","https://www.youtube.com/channel/ucmemvv4ghjwk3dm1j4kyaya","",""
22,"beer.de","beergmbh@beer.de","Hotmail","PH: 08168909910","Arts",0,"https://www.facebook.com/beerkuechen/","","https://www.youtube.com/channel/ucmemvv4ghjwk3dm1j4kyaya","",""
23,"primamontage-muenchen.de","-","-","PH: 08963851568, 01722774561","",0,"","","","",""
24,"kueche-raum.com","info@kueche-raum.com","Unknown","PH: +498989590794, +498421935401","",0,"https://www.facebook.com/kueche.raum/","","","",""
25,"kueche-raum.com","info-eichstaett@kueche-raum.com","Unknown","PH: +498989590794, +498421935401","",0,"https://www.facebook.com/kueche.raum/","","","",""
26,"noichl-uwe.de","-","-","PH: -","",0,"","","","",""
27,"werkenntdenbesten.de","button@click.pre","Unknown","PH: ","",263704,"https://www.facebook.com/werkenntdenbesten.de","","https://www.youtube.com/channel/ucbxa3m9lt7nnh7gvbiucbzg","",""
28,"kuechenkonzepte-humpel.de","kkhumpel@t-online.de","Business Mail","PH: ","Arts",0,"","https://twitter.com/intent/tweet","","","https://www.pinterest.com/pin/create/link/"
29,"kuechengross.de","-","-","PH: -","",0,"https://www.facebook.com/kuechengross/","","","",""
30,"strasser-umzug.de","kontakt@strasser-umzug.de","Unknown","PH: 01709498100, 08992861398","",0,"","","","",""
31,"plana.de","-","-","PH: -","",612701,"https://www.facebook.com/plana.kuechenland","https://twitter.com/intent/tweet","","","https://pinterest.com/pin/create/button/"
32,"kuecheundeinrichtung.de","-","-","PH: -","",0,"","","","",""
33,"kuechenfinder.com","info@kuechenfinder.com","Gsuit","PH: ","",824173,"","","","",""
34,"kuechen-schaaf.de","info@kuechen-schaaf.de","Unknown","PH: ","",0,"https://www.facebook.com/k%c3%bcchen-schaaf-109494128046965","https://twitter.com/intent/tweet","","","https://www.pinterest.com/pin/create/link/"
35,"edgarfuchs.com","info@edgar-fuchs.com","Business Mail","PH: +4960218402-0, +4930302332770-0, +4969829733-0, +497121325993-0, +499901879999-0, +49893074819-0, +49911477270-0, +41565117840","Software Development",0,"https://www.facebook.com/edgar.fuchs/","","https://www.youtube.com/channel/ucr8kijt3dy6ex25easrl2hw","",""
36,"edgarfuchs.com","nl-sued@edgar-fuchs.com","Business Mail","PH: +4960218402-0, +4930302332770-0, +4969829733-0, +497121325993-0, +499901879999-0, +49893074819-0, +49911477270-0, +41565117840","Software Development",0,"https://www.facebook.com/edgar.fuchs/","","https://www.youtube.com/channel/ucr8kijt3dy6ex25easrl2hw","",""
37,"edgarfuchs.com","hengersberg@edgar-fuchs.com","Business Mail","PH: +4960218402-0, +4930302332770-0, +4969829733-0, +497121325993-0, +499901879999-0, +49893074819-0, +49911477270-0, +41565117840","Software Development",0,"https://www.facebook.com/edgar.fuchs/","","https://www.youtube.com/channel/ucr8kijt3dy6ex25easrl2hw","",""
38,"edgarfuchs.com","service@edgar-fuchs.com","Business Mail","PH: +4960218402-0, +4930302332770-0, +4969829733-0, +497121325993-0, +499901879999-0, +49893074819-0, +49911477270-0, +41565117840","Software Development",0,"https://www.facebook.com/edgar.fuchs/","","https://www.youtube.com/channel/ucr8kijt3dy6ex25easrl2hw","",""
39,"edgarfuchs.com","datenschutz@edgar-fuchs.com","Business Mail","PH: +4960218402-0, +4930302332770-0, +4969829733-0, +497121325993-0, +499901879999-0, +49893074819-0, +49911477270-0, +41565117840","Software Development",0,"https://www.facebook.com/edgar.fuchs/","","https://www.youtube.com/channel/ucr8kijt3dy6ex25easrl2hw","",""
40,"da-schau-her.de","info@da-schau-her.de","Unknown","PH: ","Marketing",0,"https://www.facebook.com/daschauher.de","","https://www.youtube.com/channel/ucej9gns9t0h4el03qyswziq","https://www.linkedin.com/sharearticle","https://pinterest.com/pin/create/button/"
41,"da-schau-her.de","info@romanek.com","Unknown","PH: ","Marketing",0,"https://www.facebook.com/daschauher.de","","https://www.youtube.com/channel/ucej9gns9t0h4el03qyswziq","https://www.linkedin.com/sharearticle","https://pinterest.com/pin/create/button/"
42,"nussdorfer-kuechenhaus.de","info@nussdorfer-kuechenhaus.de","Unknown","PH: 0866978143, 08669/78143, 08669/78285","",0,"https://www.facebook.com/nussdorfer-k%c3%bcchenhaus-1543848332529979/","","","",""
43,"wetsch-gmbh.com","info@wetsch-gmbh.de","Hotmail","PH: ","",0,"","","","",""
44,"wetsch-gmbh.com","datenschutz@wetsch-gmbh.de","Hotmail","PH: ","",0,"","","","",""
45,"kuechentreff-bickelhaupt.de","info@kuechentreff-bickelhaupt.de","Hotmail","PH: 08959988990","",0,"","","","",""
46,"forstenrieder-kuechen.de","albert-plenk-kuechen@t-online.de","Business Mail","PH: ","Software Development",0,"","","","",""
47,"suess-u-bierl.de","info@suess-u-bierl.de","Hotmail","PH: 0894520948-0","Arts",0,"https://www.facebook.com/suessubierl/","","","",""
48,"mux.de","-","-","PH: -","Restaurants",415884,"","","","",""
49,"diekuechenoase.de","info@diekuechenoase.de","Business Mail","PH: +4981021542","",0,"","","","",""
50,"kuechen-germering.de","fuchshuber@diezweimoebelmacher.de","Unknown","PH: 089/84102127","",0,"","","","",""
51,"marquardt-kuechen.de","info@marquardt-kuechen.de","Hotmail","PH: 08001331330","",894788,"https://www.facebook.com/marquardtkuechen","","https://www.youtube.com/user/marquardtkuechen","https://www.linkedin.com/company/marquardtkuechen",""
52,"innenausbau-lamm.de","info@innenausbau-lamm.de","Hotmail","PH: ","",0,"","","","",""
53,"houzz.de","-","-","PH: -","",89541,"https://www.facebook.com/houzzde","http://twitter.com/houzzde","https://www.youtube.com/user/houzzde","",""
54,"segmueller.de","-","-","PH: -","",379081," https://de-de.facebook.com/segmueller","","","",""
55,"kirsch-werkstaetten.de","info@kirsch-werkstaetten.de","Hotmail","PH: 0896492624, +49896492624","",0,"https://www.facebook.com/kirschwerkstaettengruenwald/","","","",""
56,"kueche-co.de","info@kueche-co.de","Unknown","PH: 040-79724560","",426860,"https://de-de.facebook.com/kuecheundco/","","http://www.youtube.com/user/kuecheundco","https://www.linkedin.com/company/kuecheundco","http://pinterest.com/kuecheundco/"
57,"hoeffner.de","-","-","PH: +4930374449338","",191160,"","","","",""
58,"schreinerei-plaschke.de","kontakt@schreinerei-plaschke.de","Unknown","PH: +498996209800","Arts",0,"","","","",""
59,"elektrobauer-muenchen.de","info@elektrobauer-muenchen.de","Unknown","PH: 0895501877","",0,"","","","",""
60,"arve-einrichtung.de","nasentra@qviv.gb","Unknown","PH: +49894549070","",0,"https://www.facebook.com/arve.interior","","","",""
