SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
27,"topjus.de","in@topjus.de","Unknown","PH: +49(0)8413790670, +49(0)84137906720, +49(0)8921544234, +49(0)89215442340, +49(0)844140250, +49(0)8441805380, +49(0)825289460, +49(0)8252894640","Arts",0,"","","","",""
28,"topjus.de","muc@topjus.de","Unknown","PH: +49(0)8413790670, +49(0)84137906720, +49(0)8921544234, +49(0)89215442340, +49(0)844140250, +49(0)8441805380, +49(0)825289460, +49(0)8252894640","Arts",0,"","","","",""
29,"topjus.de","paf@topjus.de","Unknown","PH: +49(0)8413790670, +49(0)84137906720, +49(0)8921544234, +49(0)89215442340, +49(0)844140250, +49(0)8441805380, +49(0)825289460, +49(0)8252894640","Arts",0,"","","","",""
30,"topjus.de","e-sob@topjus.de","Unknown","PH: +49(0)8413790670, +49(0)84137906720, +49(0)8921544234, +49(0)89215442340, +49(0)844140250, +49(0)8441805380, +49(0)825289460, +49(0)8252894640","Arts",0,"","","","",""
31,"topjus.de","sob@topjus.de","Unknown","PH: +49(0)8413790670, +49(0)84137906720, +49(0)8921544234, +49(0)89215442340, +49(0)844140250, +49(0)8441805380, +49(0)825289460, +49(0)8252894640","Arts",0,"","","","",""
32,"ausbildungsstellen.de","-","-","PH: -","",982347,"","","","",""
33,"azubiyo.de","-","-","PH: -","",152376,"","","","",""
34,"kununu.com","-","-","PH: -","",10555,"","","","",""
35,"doctolib.de","-","-","PH: -","",58598,"","","","",""
36,"galeriemaurer.de","info@galeriemaurer.de","Unknown","PH: +49892711345, +491792494130","Photography",0,"","","","",""
37,"hwk-muenchen.de","info@hwk-muenchen.de","Unknown","PH: ","Electronics",190345,"https://www.facebook.com/hwkmuenchen","https://twitter.com/hwk_muenchen","","",""
38,"niiu.me","info@niiu.me","Hotmail","PH: ","",0,"https://www.facebook.com/niiumeschwabing/","","","",""
39,"frauenarzt-graefelfing.de","info@frauenarzt-gräfelfing.de","Unknown","PH: ","",0,"","","","",""
40,"ig-maurer.de","info@ig-maurer.de","Unknown","PH: ","",0,"","","","",""
41,"wlw.de","-","-","PH: -","Ecommerce",91481,"https://www.facebook.com/werliefertwas","","https://www.youtube.com/user/werliefertwasde","https://www.linkedin.com/company/wer-liefert-was-gmbh",""
42,"bau-stellen.de","-","-","PH: -","Schools & Education",0,"","","","",""
43,"wer-zu-wem.de","info@wer-zu-wem.de","Unknown","PH: +494084304888","Software Development",300035,"https://www.facebook.com/markendetektiv","","","https://www.linkedin.com/company/wer-zu-wem-gmbh/",""
44,"burek-gmbh.de","-","-","PH: +491708092059","",0,"https://www.facebook.com/burekgmbh/","","","https://www.linkedin.com/company/burek-gmbh",""
45,"bundesdruckerei.de","info@bdr.de","Business Mail","PH: +493025980","",96501,"","","","",""
46,"bundesdruckerei.de","datenschutz-request@bdr.de","Business Mail","PH: +493025980","",96501,"","","","",""
47,"stepstone.de","-","-","PH: -","Schools & Education",21462,"https://www.facebook.com/stepstone.de","https://twitter.com/stepstone_de","","",""
48,"sh-schwabing.de","info@sh-schwabing.de","Unknown","PH: 089394705","",0,"","","","",""
49,"muenchen.travel","tourismus.gs@muenchen.de","Business Mail","PH: +49(0)89233-96500","Tour & Travels",569420,"https://www.facebook.com/simplymunich","","https://www.youtube.com/channel/ucpyzrmmtz1gbeq9tnyhgnvg","https://de.linkedin.com/company/m%c3%bcnchen-tourismus-veranstaltungen-hospitality",""
50,"muenchen.travel","gs@muenchen.de","Business Mail","PH: +49(0)89233-96500","Tour & Travels",569420,"https://www.facebook.com/simplymunich","","https://www.youtube.com/channel/ucpyzrmmtz1gbeq9tnyhgnvg","https://de.linkedin.com/company/m%c3%bcnchen-tourismus-veranstaltungen-hospitality",""
51,"northdata.de","info@northdata.de","Gsuit","PH: ","",117133,"https://www.facebook.com/northdatagmbh","","","https://www.linkedin.com/company/northdata",""
52,"jobs.meinestadt.de","-","-","PH: -","Schools & Education",0,"https://de-de.facebook.com/meinestadt.de/","https://twitter.com/meinestadt_de","","",""
53,"dastelefonbuch.de","-","-","PH: -","",52767,"https://www.facebook.com/dastelefonbuch","https://www.twitter.com/dastelefonbuch","","",""
54,"maurer-rides.de","info@maurer-rides.de","Hotmail","PH: ","Ecommerce",0,"","","","",""
55,"maurer-rides.de","s.boney@maurer-rides.de","Hotmail","PH: ","Ecommerce",0,"","","","",""
56,"maurer-rides.de","y.zhou@maurer-rides.de","Hotmail","PH: ","Ecommerce",0,"","","","",""
57,"maurer-rides.de","service@maurer-rides.de","Hotmail","PH: ","Ecommerce",0,"","","","",""
