SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
35,"verde-gartenbau.de","verdegartenbau@gmx.net","GMX","PH: 08950004711","",0,"","","","",""
36,"gartenbau-muess.de","-","-","PH: -","",0,"","","","",""
37,"gartenbau-anderlik.de","mail@anderlik-gmbh.de","Unknown","PH: +49894300381","Software Development",0,"","","","",""
38,"boesl-gartenbau.de","info@boesl-gartenbau.de","Unknown","PH: ","",0,"","","","",""
39,"ausbildungsanzeigen.de","-","-","PH: -","",0,"","","","",""
40,"garten-candir.de","mailto.info@garten-candir.de","Unknown","PH: +498995444008, +491782191695","",0,"https://www.facebook.com/gartengestaltungcandir","","","",""
41,"garten-candir.de","info@garten-candir.de","Unknown","PH: +498995444008, +491782191695","",0,"https://www.facebook.com/gartengestaltungcandir","","","",""
42,"psychotherapie.sandragaertner.com","therapie@sandragaertner.de","Unknown","PH: ","Search Engine",0,"","","","",""
43,"bayer-martin.de","-","-","PH: 0049894602877","",0,"","","","",""
44,"gruenerdaumen-muenchen.de","-","-","PH: -","Arts",0,"","","","",""
45,"betreut.de","-","-","PH: -","Schools & Education",202452,"","","","",""
46,"mix-gartenbau.de","-","-","PH: -","Arts",0,"","","","",""
47,"gogeff.de","kontakt@gogeff.de","Unknown","PH: ","Arts",0,"https://www.facebook.com/gogeff","","","",""
48,"frauenaerzte-im-netz.de","-","-","PH: -","",112131,"","","","",""
49,"br.de","-","-","PH: -","Arts",2626,"","","","",""
50,"hausmeisterservicebauer.de","info@hausmeisterservicebauer.de","Unknown","PH: +4915155551155, +498213432630, +498912413800, +4981919409940, +4973179032310, 08213432630","",0,"","","","",""
51,"gaertnerei-grabrucker.de","gaertnereigrabrucker@t-online.de","Business Mail","PH: +49896803345","",0,"","","","",""
52,"gaertnerstiftung.de","-","-","PH: -","",0,"https://www.facebook.com/gaertnerstiftung","","","",""
53,"goldwerk-garten.de","info@goldwerk-garten.de","Unknown","PH: +49894892646","",0,"","","","",""
54,"gaertnerplatztheater.de","info@gaertnerplatztheater.de","Unknown","PH: +498921851960, +4989202410","Arts",523804,"https://www.facebook.com/pages/munchen-germany/gartnerplatztheater/196477513264","https://www.twitter.com/gaertnertheater","https://www.youtube.com/user/gaertnerplatztheater","",""
55,"taspo.de","-","-","PH: -","Schools & Education",569389,"https://de-de.facebook.com/taspo.zeitung/","","https://www.youtube.com/channel/ucbwaw3nrcuagnjr8fvyojmw","",""
56,"freiraum-schmid.de","kontakt@freiraum-schmid.de","Unknown","PH: +4983729239930","",0,"https://www.facebook.com/freiraum-schmid-2045474082343316/","","","",""
57,"kerger-gartenbau.de","-","-","PH: -","",0,"","","","",""
