SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
20,"homann-gmbh.de","info@homann-gmbh.de","Unknown","PH: 01734958467, 080954939980","",0,"","","","",""
21,"nicolei-maler.de","sandro@nicolei-maler.de","Unknown","PH: ","",0,"","","","",""
22,"malereibetrieb-stahl.de","-","-","PH: -","",0,"","","","",""
23,"mayer-malereibetrieb.de","info@mayer-malereibetrieb.de","Unknown","PH: ","",0,"","","","",""
24,"maler-raatz.de","info@maler-raatz.de","Unknown","PH: ","",0,"","","","",""
25,"malerbetrieb-lebherz.de","info@malerbetrieb-lebherz.de","Unknown","PH: ","",0,"","","","",""
26,"stefan-eska.de","-","-","PH: 081313793926","",0,"","","","",""
27,"malermeisterbetrieb-muenchen.de","info@malermeisterbetrieb-muenchen.de","Unknown","PH: 081069998422","",0,"https://facebook.com/malerbetrieb.muenchen2008","https://twitter.com/malercalcagnile","","",""
28,"ellmerboden.de","-","-","PH: -","",0,"https://www.facebook.com/ellmer-handwerke-192650130825544/","https://twitter.com/ellmerhandwerke","","",""
29,"maleregger.de","info@maleregger.de","Unknown","PH: 0891415314","Arts",0,"","","","",""
30,"maler-strahl.de","info@maler-strahl.de","Unknown","PH: ","",0,"https://www.facebook.com/pg/andydasch1102/photos/","","","",""
31,"malerbetrieb-opfergeld.de","info@malerbetrieb-opfergeld.de","Unknown","PH: ","",0,"","","","",""
32,"hechtl-maler.de","-","-","PH: +49897146183","",0,"","","","",""
33,"nchen.de","-","-","PH: -","Software Development",0,"","","","",""
34,"mauer-werke.de","info@mauer-werke.de","Unknown","PH: +4917680100138","",0,"https://www.facebook.com/mauerwerker/","","","",""
35,"hoxha-malerbetrieb.de","info@hoxha-malerbetrieb.de","Business Mail","PH: ","Arts",0,"","","","",""
36,"hoxha-malerbetrieb.de","hoxha-malerbetrieb@gmx.de","GMX","PH: ","Arts",0,"","","","",""
37,"hoxha-malerbetrieb.de","malerbetrieb@gmx.de","GMX","PH: ","Arts",0,"","","","",""
38,"malereibetrieb-peterhammer.de","malereibetrieb.peterhammer@t-online.de","Business Mail","PH: ","",0,"","","","",""
39,"malerbrem.de","info@meisterbrem.de","Unknown","PH: ","",0,"","","","",""
40,"malerbrem.de","widget-runtime@3.83.13.css","Unknown","PH: ","",0,"","","","",""
41,"malerbrem.de","widget-runtime@3.83.13.js","Unknown","PH: ","",0,"","","","",""
42,"malerbrem.de","slideshow-common@3.83.13.css","Unknown","PH: ","",0,"","","","",""
43,"malerbrem.de","slideshow-common@3.83.13.js","Unknown","PH: ","",0,"","","","",""
44,"11880-maler.com","-","-","PH: 0800-1188021","",0,"https://www.facebook.com/11880com","https://twitter.com/11880com","","",""
45,"malermeisterin-alexandra.de","info@malermeisterin-alexandra.de","Hotmail","PH: ","",0,"","","","",""
46,"malerwurst.de","-","-","PH: -","",0,"","","","",""
47,"malermeister-hotz.de","kontakt@malermeister-hotz.de","Unknown","PH: ","Arts",0,"https://de-de.facebook.com/malermeisterhotz/","","","",""
48,"ma-muenchen.de","info@ma-muenchen.de","Unknown","PH: ","",0,"","","","",""
49,"maler-kriha.de","anfrage@maler-kriha.de","Unknown","PH: ","Arts",0,"","http://twitter.com/share","","",""
50,"malermeisterin-fleischhauer.de","-","-","PH: +491728533944, +498971034035","",0,"","","","",""
51,"bmzgmbh.de","anfragen@bmzgmbh.de","Unknown","PH: ","",0,"","","","",""
52,"maler-heckler-richard.de","info@malermeister-heckler.de","Unknown","PH: ","",0,"","","","",""
53,"altenburger-malermeister.de","altenburger.r@t-online.de","Business Mail","PH: 08990938952","",0,"","","","",""
54,"profis.check24.de","umzug@check24.de","Business Mail","PH: ","",0,"","","","",""
55,"profis.check24.de","profis@check24.de","Business Mail","PH: ","",0,"","","","",""
56,"helpling.de","kontakt@helpling.de","Gsuit","PH: ","",310286,"https://www.facebook.com/helpling","","","",""
57,"maler-fuer-muenchen.de","info@maler-fuer-muenchen.de","Unknown","PH: ","",0,"","","","",""
58,"alexija-maler-muenchen.de","alexija@gmx.de","GMX","PH: +498954315304","",0,"","","","",""
59,"malermeister-felsner.de","info@malermeister-felsner.de","Hotmail","PH: +4989255448080","",0,"","","","",""
60,"maler-hirsch.de","info@maler-hirsch.de","Unknown","PH: ","",0,"","","","",""
61,"malerei-sandro.de","info@malerei-sandro.de","Hotmail","PH: ","",0,"https://www.facebook.com/malereisandro/","","","",""
