SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
25,"garten-mitschke.de","mitschke@garten-mitschke.de","Hotmail","PH: +123456789, 0898593477","",0,"","","","",""
26,"blumengrossmarkt-muenchen.de","-","-","PH: -","",0,"https://www.facebook.com/blumengro%c3%9fmarkt-m%c3%bcnchen-156050434426754/","","","",""
27,"bisle.de","info@bisle.de","Unknown","PH: +4989645943","",0,"","","","",""
28,"oabat.de","-","-","PH: -","",0,"","","","",""
29,"kolhoefer.de","info@kolhoefer.de","Unknown","PH: 089886776","",0,"https://www.facebook.com/kolh%c3%b6fer-garten-und-landschaftsbau-gmbh-co-kg-191993874235784/","","","",""
30,"kolhoefer.de","oif@eklnef.rdoeoh","Unknown","PH: 089886776","",0,"https://www.facebook.com/kolh%c3%b6fer-garten-und-landschaftsbau-gmbh-co-kg-191993874235784/","","","",""
31,"kolhoefer.de","kooeedhfn@eol.ifr","Unknown","PH: 089886776","",0,"https://www.facebook.com/kolh%c3%b6fer-garten-und-landschaftsbau-gmbh-co-kg-191993874235784/","","","",""
32,"kolhoefer.de","oif@eklnef.rdo","Unknown","PH: 089886776","",0,"https://www.facebook.com/kolh%c3%b6fer-garten-und-landschaftsbau-gmbh-co-kg-191993874235784/","","","",""
33,"hausmeisterservicebauer.de","info@hausmeisterservicebauer.de","Unknown","PH: +4915155551155, +498213432630, +498912413800, +4981919409940, +4973179032310, 08213432630","",0,"","","","",""
34,"oachkatzlbuam.de","info@oachkatzlbuam.de","Unknown","PH: ","",0,"https://facebook.com/oachkatzlbuam","","https://www.youtube.com/channel/uchola2iispwfeckw-wev_8a/featured","","https://www.pinterest.com/oachkatzlbuam"
35,"kiefl.de","service@kiefl.de","Gsuit","PH: ","",0,"https://www.facebook.com/gartencenter.kiefl","","https://www.youtube.com/channel/ucehwva6txq-bnscfyepft7g","",""
36,"hausler-gartenbau.de","info@hausler-gartenbau.de","Business Mail","PH: ","",0,"","","","",""
37,"gartenbau-oberdick.de","info@gartenbau-oberdick.de","Unknown","PH: ","",0,"","","","",""
38,"gartenbaufischer.de","fischer@gartenbaufischer.de","Unknown","PH: ","",0,"","","","",""
39,"seebauer.de","info@seebauer.de","Hotmail","PH: 0896800900, 08968009090","Arts",0,"https://www.facebook.com/gartencenter.seebauer/","","","",""
40,"doctolib.de","-","-","PH: -","",58598,"","","","",""
41,"stellenanzeigen.de","-","-","PH: -","Schools & Education",81867,"https://www.facebook.com/stellenanzeigen.de","","https://www.youtube.com/channel/uctfwccq7pbceizrud19rmqg","",""
42,"reitmayr-gartengestaltung.de","bewerbung@reitmayr-gartengestaltung.de","Hotmail","PH: ","",0,"","","","",""
43,"reitmayr-gartengestaltung.de","info@reitmayr-gartengestaltung.de","Hotmail","PH: ","",0,"","","","",""
44,"psychotherapie-muenchen-praxis.de","-","-","PH: -","Software Development",0,"","","","",""
45,"freiraum-schmid.de","kontakt@freiraum-schmid.de","Unknown","PH: +4983729239930","",0,"https://www.facebook.com/freiraum-schmid-2045474082343316/","","","",""
46,"verde-gartenbau.de","max.mustermann@gmail.com","Gmail","PH: 08950004711","",0,"","","","",""
47,"verde-gartenbau.de","mustermann@gmail.com","Gmail","PH: 08950004711","",0,"","","","",""
48,"verde-gartenbau.de","verdegartenbau@gmx.net","GMX","PH: 08950004711","",0,"","","","",""
49,"muenchnergaertner.de","info@muenchnergaertner.de","Unknown","PH: ","Electronics",0,"https://www.facebook.com/frank.dietl","","","",""
50,"houzz.de","ninfo@kronfoto.se","Unknown","PH: ","",89541,"https://www.facebook.com/houzzde","http://twitter.com/houzzde","https://www.youtube.com/user/houzzde","",""
51,"houzz.de","jke-design@jke-design.dk","Unknown","PH: ","",89541,"https://www.facebook.com/houzzde","http://twitter.com/houzzde","https://www.youtube.com/user/houzzde","",""
52,"schleitzer.de","-","-","PH: +49(089)-892865-0","Arts",0,"https://www.facebook.com/erlebnisgartenschleitzer","","","",""
53,"gaertnerklinik.de","gl@gaertnerklinik.de","Unknown","PH: 0899989020","",0,"","","","",""
54,"gaertnerklinik.de","schlaflabor@gaertnerklinik.de","Unknown","PH: 0899989020","",0,"","","","",""
55,"gaertnerei-wagner.de","info@gaertnerei-wagner.de","Hotmail","PH: +49898116766, +498989084000, +4898116766, +4989881193","",0,"https://www.facebook.com/g%c3%a4rtnerei-stefan-wagner-108094427511940/","","","",""
56,"gartenbau-jaric.de","info@gartenbau-jaric.de","Unknown","PH: +4915787499509, +498992773822","Automotive",0,"","","","",""
57,"hoganlovells.com","graduate.recruitment@hoganlovells.com","Unknown","PH: ","",22712,"","https://twitter.com/hoganlovells","https://www.youtube.com/user/hoganlovells","https://www.linkedin.com/company/5829/",""
58,"hoganlovells.com","accounts.payable@hoganlovells.com","Unknown","PH: ","",22712,"","https://twitter.com/hoganlovells","https://www.youtube.com/user/hoganlovells","https://www.linkedin.com/company/5829/",""
59,"hoganlovells.com","informationsecurity@hoganlovells.com","Unknown","PH: ","",22712,"","https://twitter.com/hoganlovells","https://www.youtube.com/user/hoganlovells","https://www.linkedin.com/company/5829/",""
60,"hoganlovells.com","webmaster@hoganlovells.com","Unknown","PH: ","",22712,"","https://twitter.com/hoganlovells","https://www.youtube.com/user/hoganlovells","https://www.linkedin.com/company/5829/",""
61,"hoganlovells.com","recruitment@hoganlovells.com","Unknown","PH: ","",22712,"","https://twitter.com/hoganlovells","https://www.youtube.com/user/hoganlovells","https://www.linkedin.com/company/5829/",""
62,"praxis-gaertner.de","anmeldung@praxis-gaertner.de","Unknown","PH: ","",0,"","","","",""
63,"de.jooble.org","beispiel@mail.de","Business Mail","PH: ","Schools & Education",0,"","","","",""
64,"de.jooble.org","compliance@jooble.com","Business Mail","PH: ","Schools & Education",0,"","","","",""
65,"de.jooble.org","privacy@jooble.com","Business Mail","PH: ","Schools & Education",0,"","","","",""
